well_id,wellUse,As_,Ba,Ca,Cl_,Cr,GrossAlpha_U_Nat,Nitrate,Pb,Ra_Total,Se,U,None
7047,Other,1.168690618,,,,,,,,,,3.10250866,
7048,Unknown,2.518549602,,,,,,,,,,18.25810382,
7049,Unknown,2.716396848,,,,,,,,,,19.93875167,
7050,Livestock,7.01820376,,87.16739732,,0.764754001,,6.61284239,0.066418355,,22.95539439,4.489554425,
7051,Unknown,1.665573875,,,,,,,,,,1.250135134,
7052,Unknown,2.274646355,,,,,,,,,,1.629832028,
7053,Unknown,4.786376958,,,,1.486975669,,,6.569187084,100.9,96.10294946,641.7910448,
7054,Unknown,0.64,,,,,,,,,,3.52,
7055,Livestock,10.21646139,,,,,,,,,,133.0560562,
7056,Livestock,0.085240545,,,,,,,,,,0.71,
7057,Livestock,2.784821081,,20.06475222,3.92722159,,,8.42584954,,,,1.1,
7058,Livestock,43.46682747,,,,0.200983539,,,0.066418355,,20.42005523,11.58092424,
7059,Other,3.109259367,,29.13942813,,,,,,,,1.250615741,
7060,Unknown,2.562452946,,,,,,,,,,24.59382274,
7061,Domestic Irrigaiton,2.729927661,,,,0.605908244,,,4.894336166,,,2.611464988,
7062,Livestock,3.37308196,,,,1.113433159,,,0.056781058,,,0.852098177,
7063,Unknown,3.477347756,,,,,,,,,,2.477245704,
7064,Other,128.763076,,,,,,,,,,16.17839981,
7065,Unknown,15.13507251,,,,1.388462792,,,0.189598344,,34.77922031,8.050661345,
7066,Livestock,4.443627722,,54.42249796,,0.645390525,,,0.119723829,,11.72907789,0.876226017,
7067,Livestock,8.096309087,,,,,,,,,,4.383092343,
7068,Livestock,1.769455198,,,,0.291156156,,,0.079422655,,21.4162325,8.836099278,
7069,Livestock,4.58219231,,21.12489363,,,,,,,,3.518988065,
7070,Unknown,1.867776788,,,,2.498005512,,,0.056781058,,,4.685934209,
7071,Livestock,3.621100263,,,,0.288246377,,,0.066418355,,14.64772005,0.331897296,
7073,Livestock,21.04640512,,,,,,,,,,89.48983821,
7074,Livestock,53.98768046,,,,2.958668316,,,0.105217046,,29.26470941,10.14925314,
7075,Livestock,29.437973,,32.19096904,,,,1.8653575,,,,7.890746968,
7077,Other,2.8994219,,23.24910161,,,,,,,,1.25,
7078,Livestock,3.789221306,,,,,,,,,,4.810068464,
7079,Livestock,4.385995293,,,,,,,,,,0.776388052,
7080,Livestock,19.80723263,,,,0.345922337,,,0.091757335,,19.76548525,0.587988878,
7081,Livestock,1.138140815,,,,,,,,,,2.967840071,
7082,Livestock,1.599248385,,,,0.130139597,,,0.103403872,,10.81678689,0.748100164,
7083,Unknown,0.4,,,,,,,,,,0.77,
7084,Unknown,2.013818515,,,,0.567810058,,,0.073773614,,61.47775009,63.04457147,
7085,Unknown,,,,,,,,,,,16.41791045,
7087,Unknown,,,,,,,,,,,2.089552239,
7088,Unknown,,,,,,,,,,,4.179104478,
7089,Unknown,,,,,,,,,,,0.432835821,
7090,Unknown,,,,,,,,,1.13,,4.776119403,
7091,Unknown,,,,,,,,,0.51,,0.507462687,
7092,Unknown,,,,,,,,,,,4.776119403,
7093,Unknown,,,,,,,,,,,1.373134328,
7094,Unknown,,,,,,,,,,,1.029850746,
7095,Unknown,,,,,,,,,,,8.955223881,
7096,Unknown,,,,,,,,,,,2.089552239,
7097,Unknown,,,,,,,,,,,19.40298507,
7099,Unknown,,,,,,,,,,,1.179104478,
7100,Unknown,,,,,,,,,,,2.089552239,
7101,Unknown,,,,,,,,,,,5.373134328,
7102,Unknown,,,,,,,,,,,,
7103,Unknown,,,,,,,,,,,19.40298507,
7104,Unknown,,,,,,,,,0.299,,64.17910448,
7105,Unknown,,,,,,,,,,,5.820895522,
7106,Unknown,,,,,,,,,,,3.432835821,
7107,Unknown,,,,,,,,,0,,52.23880597,
7108,Unknown,,,,,,,,,,,25.37313433,
7109,Unknown,,,,,,,,,,,26.86567164,
7110,Unknown,,,,,,,,,,,2.537313433,
7111,Unknown,,,,,,,,,,,5.52238806,
7112,Unknown,,,,,,,,,,,16.41791045,
7113,Unknown,,,,,,,,,,,0.149253731,
7114,Unknown,,,,,,,,,,,6.268656716,
7115,Unknown,,,,,,,,,,,19.40298507,
7116,Unknown,,,,,,,,,,,8.805970149,
7117,Unknown,,,,,,,,,,,0.611940299,
7119,Unknown,,,,,,,,,,,4.776119403,
7120,Unknown,,,,,,,,,,,11.19402985,
7121,Unknown,,,,,,,,,,,1.940298507,
7122,Unknown,,,,,,,,,,,31.34328358,
7123,Unknown,,,,,,,,,,,61.19402985,
7124,Unknown,,,,,,,,,,,9.253731343,
7125,Unknown,,,,,,,,,,,7.462686567,
7126,Unknown,,,,,,,,,,,0.746268657,
7127,Unknown,,,,,,,,,,,2.089552239,
7128,Unknown,,,,,,,,,,,20.89552239,
7129,Unknown,,,,,,,,,,,12.23880597,
7131,Unknown,,,,,,,,,,,3.880597015,
7132,Unknown,,,,,,,,,,,2.686567164,
7133,Unknown,,,,,,,,,,,8.656716418,
7135,Unknown,,,,,,,,,,,2.985074627,
7136,Unknown,,,,,,,,,,,1.940298507,
7137,Unknown,,,,,,,,,,,35.82089552,
7139,Unknown,,,,,,,,,,,2.835820896,
7140,Unknown,,,,,,,,,0.095,,71.64179104,
7141,Unknown,,,,,,,,,,,13.88059701,
7142,Unknown,,,,,,,,,,,4.925373134,
7143,Unknown,,,,,,,,,0.431,,64.17910448,
7144,Unknown,,,,,,,,,,,0.149253731,
7145,Unknown,,,,,,,,,,,0.149253731,
7146,Unknown,,,,,,,,,,,3.880597015,
7147,Unknown,,,,,,,,,,,12.53731343,
7148,Unknown,,,,,,,,,,,23.88059701,
7149,Unknown,,,,,,,,,,,12.8358209,
7150,Unknown,,,,,,,,,,,6.119402985,
7151,Unknown,,,,,,,,,,,16.41791045,
7152,Unknown,,,,,,,,,0.29,,268.6567164,
7153,Unknown,,,,,,,,,,,7.76119403,
7154,Unknown,,,,,,,,,0.28,,105.9701493,
7155,Unknown,,,,,,,,,,,98.50746269,
7156,Unknown,,,,,,,,,,,2.537313433,
7157,Unknown,,,,,,,,,,,16.41791045,
7158,Unknown,,,,,,,,,,,8.208955224,
7159,Unknown,,,,,,,,,,,35.82089552,
7160,Unknown,,,,,,,,,,,8.059701493,
7161,Unknown,,,,,,,,,,,8.805970149,
7162,Unknown,,,,,,,,,,,11.04477612,
7166,Unknown,,,,,,,,,,,3.880597015,
7170,Unknown,,,20,,,,,,,,,
7176,Unknown,,,2.9,,,,,,,,,
7179,Unknown,,,23,,,,,,,,,
7180,Unknown,,,2.8,,,,,,,,,
7181,Unknown,,,7,,,,,,,,,
7182,Unknown,12,100,10,,,,,5,,1,,
7183,Unknown,,,44,,,,,,,,,
7184,Unknown,,,14.5,,,,,,,,,
7187,Unknown,,,18,,,,,,,,,
7188,Unknown,,,80,,,,,,,,,
7189,Unknown,1,100,720,,,,,6,,,,
7190,Unknown,1.4,200,29,,,,,5,,1,0,
7191,Unknown,,,15,,,,,,,,,
7196,Unknown,,,11.5,,,,,,,,,
7197,Unknown,,,26,,,,,,,,,
7198,Unknown,,,81,,,,,,,,,
7199,Unknown,,,,,,,,,,,,
7200,Unknown,,,39,,,,,,,,,
7201,Unknown,5,100,41,,,,,5,,1,,
7204,Unknown,,,657,,,,,,,,,
7205,Unknown,,,2.8,,,,,,,,,
7206,Unknown,3,200,30,,,,,5,,1,,
7207,Unknown,,,65,,,,,,,,,
7208,Unknown,,,98,,,,,,,,,
7210,Unknown,,,5.7,,,,,,,,,
7211,Unknown,,,3.2,,,,,,,,,
7212,Unknown,,,45,,,,,,,,,
7213,Unknown,23,13,2.8,,,,,5,,2,,
7214,Unknown,,,25,,,,,,,,,
7215,Unknown,,,24,,,,,,,,,
7216,Unknown,,,2.8,,,,,,,,,
7220,Unknown,,,42,,,,,,,,,
7222,Unknown,,,36,,,,,,,,,
7223,Unknown,,,41,,,,,,,,,
7224,Unknown,,,69,,,,,,,,,
7225,Unknown,1,100,67,,,,,5,,1,,
7226,Unknown,2,100,63,,,,,5,,1,,
7227,Unknown,,,98,,,,,,,,,
7229,Unknown,1,50,89,,,,,5,,1,,
7230,Unknown,1,43,93,,,,,5,,1,,
7231,Unknown,5,800,19,,,,,5,,1,,
7236,Unknown,1,100,76,,,,,5,,1,,
7238,Unknown,,,100,,,,,,,,,
7239,Unknown,1,100,100,,,,,5,,2,16,
7240,Unknown,,,66.5,,,,,,,,,
7245,Unknown,,,4.2,,,,,,,,,
7246,Unknown,,,6,,,,,,,,,
7247,Unknown,1,100,130,,,,,5,,1,23,
7248,Unknown,,,17,,,,,,,,,
7249,Unknown,,,28,,,,,,,,,
7250,Unknown,2,100,190,,,,,5,,7,,
7251,Unknown,,,92,,,,,,,,,
7252,Unknown,14,72,117,,,,,1,,2,,
7253,Unknown,,,4,,,,,,,,,
7254,Unknown,1,100,88,,,,,5,,3,8,
7255,Unknown,1,39,91.5,,,,,1,,,,
7256,Unknown,1,100,75,,,,,5,,1,,
7257,Unknown,,,110,,,,,,,,,
7258,Unknown,1,100,90.5,,,,,11,,1,,
7259,Unknown,,,137,,,,,,,,,
7260,Unknown,1,100,210,,,,,6,,5,,
7274,Unknown,,,117.5,,,,,,,,,
7276,Unknown,,,110,,,,,,,,,
7279,Unknown,,,33.5,,,,,,,,,
7280,Unknown,4,100,18,,,,,9,,5,38,
7286,Unknown,,,172,,,,,,,,,
7292,Unknown,,,90,,,,,,,,,
7312,Unknown,,,11,,,,,,,,,
7319,Unknown,,230,31,,,,,10,,1,,
7321,Unknown,,26,75,,,,,30,,1,,
7326,Unknown,,,200,,,,,,,,,
7328,Unknown,,,1.2,,,,,,,,,
7372,Unknown,,,134,,,,,,,,,
7382,Unknown,,,14,,,,,,,,,
7385,Unknown,,,27.5,,,,,,,,,
7386,Unknown,,,29,,,,,,,,,
7387,Unknown,,,39,,,,,,,,,
7388,Unknown,,,13,,,,,,,,,
7389,Unknown,,,24.5,,,,,,,,,
7390,Unknown,,,390,,,,,,,,,
7391,Unknown,,,100,,,,,,,,,
7392,Unknown,,,31,,,,,,,,,
7393,Unknown,,,22,,,,,,,,,
7396,Unknown,,,98.5,,,,,,,,,
7397,Unknown,,,110,,,,,,,,,
7398,Unknown,,,108.5,,,,,,,,,
7399,Unknown,,,110,,,,,,,,,
7401,Unknown,,,79,,,,,,,,,
7402,Unknown,,,150,,,,,,,,,
7403,Unknown,,,87,,,,,,,,,
7404,Unknown,,,125,,,,,,,,,
7405,Unknown,,,,,,,,,,,,
7406,Unknown,,,83,,,,,,,,,
7407,Unknown,,,100,,,,,,,,,
7408,Unknown,,,12,,,,,,,,,
7409,Unknown,,,66,,,,,,,,,
7413,Unknown,,13,140,,,,,30,,1,,
7414,Unknown,,10,41,,,,,10,,1,,
7415,Unknown,,15,57,,,,,10,,1,,
7420,Unknown,,,92,,,,,,,,,
7423,Unknown,,,71,,,,,,,,,
7425,Unknown,,,180,,,,,,,,,
7426,Unknown,,,20,,,,5.5,,,,,
7427,Unknown,,,24,,,,,,,,,
7428,Unknown,,,57,,,,,,,,,
7430,Unknown,1,12,49,,,,,5,,1,,
7431,Unknown,,,,,,,,,,,,
7432,Unknown,,,36,,,,4.6,,,,,
7433,Unknown,,,7,,,,0.12,,,,,
7434,Unknown,,,72,,,,2.2,,,,,
7436,Unknown,,,,,,,,,,,,
7448,Unknown,,,33,,,,,,,,,
7449,Unknown,,,7.5,,,,,,,,,
7452,Unknown,,,18,,,,,,,,,
7455,Unknown,,,81,,,,,,,,,
7457,Unknown,,,16,,,,,,,,,
7459,Unknown,,,508,,,,,,,,,
7460,Unknown,,,86,,,,,,,,,
7461,Unknown,,,25,,,,,,,,,
7462,Unknown,,,474,,,,,,,,,
7463,Unknown,,,19,,,,,,,,,
7464,Unknown,,,12,,,,,,,,,
7465,Unknown,,,54,,,,,,,,,
7466,Unknown,,,,,,,,,,,,
7467,Unknown,,,,,,,,,,,,
7468,Unknown,,,66,,,,,,,,,
7469,Unknown,,,,,,,,,,,,
7470,Unknown,,,23,,,,,,,,,
7471,Unknown,,,,,,,,,,,,
7472,Unknown,,,28,,,,,,,,,
7473,Unknown,,,46,,,,,,,,,
7474,Unknown,,,119,,,,,,,,,
7475,Unknown,,,545,,,,,,,,,
7476,Unknown,,,36,,,,,,,,,
7477,Unknown,,,60,,,,,,,,,
7478,Unknown,,,67,,,,,,,,,
7479,Unknown,,,85,,,,,,,,,
7480,Unknown,,,43,,,,,,,,,
7481,Unknown,,,42,,,,,,,,,
7482,Unknown,,,167,,,,,,,,,
7483,Unknown,,,8,,,,,,,,,
7484,Unknown,,,25,,,,,,,,,
7485,Unknown,,,,,,,,,,,,
7486,Unknown,,,40,,,,,,,,,
7487,Unknown,,,49,,,,,,,,,
7488,Unknown,,,36,,,,,,,,,
7489,Unknown,,,96,,,,,,,,,
7490,Unknown,,,,,,,,,,,,
7491,Unknown,,,47,,,,,,,,,
7492,Unknown,,,,,,,,,,,,
7493,Unknown,,,98,,,,,,,,,
7494,Unknown,,,81,,,,,,,,,
7495,Unknown,,,92,,,,,,,,,
7496,Unknown,,,34,,,,,,,,,
7497,Unknown,,,,,,,,,,,,
7498,Unknown,,,429,,,,,,,,,
7499,Unknown,,,79,,,,,,,,,
7500,Unknown,,,62,,,,,,,,,
7501,Unknown,,,,,,,,,,,,
7502,Unknown,,,12,,,,,,,,,
7503,Unknown,,,79,,,,,,,,,
7504,Unknown,,,6,,,,,,,,,
7505,Unknown,,,83,,,,,,,,,
7506,Unknown,,,6,,,,,,,,,
7507,Unknown,,,25,,,,,,,,,
7508,Unknown,,,44,,,,,,,,,
7509,Unknown,,,41,,,,,,,,,
7510,Unknown,,,34,,,,,,,,,
7511,Unknown,,,,,,,,,,,,
7512,Unknown,,,65,,,,,,,,,
7513,Unknown,,,18,,,,,,,,,
7514,Unknown,,,71,,,,,,,,,
7515,Unknown,,,34,,,,,,,,,
7516,Unknown,,,29,,,,,,,,,
7517,Unknown,,,26,,,,,,,,,
7518,Unknown,,,304,,,,,,,,,
7519,Unknown,,,,,,,,,,,,
7520,Unknown,,,11,,,,,,,,,
7521,Unknown,,,139,,,,,,,,,
7522,Unknown,,,6,,,,,,,,,
7523,Unknown,,,60,,,,,,,,,
7524,Unknown,,,10,,,,,,,,,
7525,Unknown,,,106,,,,,,,,,
7526,Unknown,,,19,,,,,,,,,
7527,Unknown,,,42,,,,,,,,,
7528,Unknown,,,,,,,,,,,,
7529,Unknown,,,96,,,,,,,,,
7530,Unknown,,,38,,,,,,,,,
7531,Unknown,,,190,,,,,,,,,
7532,Unknown,,,8,,,,,,,,,
7533,Unknown,,,,,,,,,,,,
7534,Unknown,,,,,,,,,,,,
7535,Unknown,,,90,,,,,,,,,
7536,Unknown,,,68,,,,,,,,,
7537,Unknown,,,532,,,,,,,,,
7538,Unknown,,,43,,,,,,,,,
7539,Unknown,,,2,,,,,,,,,
7540,Unknown,,,,,,,,,,,,
7541,Unknown,,,146,,,,,,,,,
7542,Unknown,,,81,,,,,,,,,
7543,Unknown,,,,,,,,,,,,
7544,Unknown,,,,,,,,,,,,
7545,Unknown,,,225,,,,,,,,,
7546,Unknown,,,13,,,,,,,,,
7547,Unknown,,,111,,,,,,,,,
7548,Unknown,,,183,,,,,,,,,
7549,Unknown,,,,,,,,,,,,
7550,Unknown,,,23,,,,,,,,,
7551,Unknown,,,91,,,,,,,,,
7552,Unknown,,,218,,,,,,,,,
7553,Unknown,,,,,,,,,,,,
7554,Unknown,,,6,,,,,,,,,
7555,Unknown,,,23,,,,,,,,,
7556,Unknown,,,5,,,,,,,,,
7557,Unknown,,,6,,,,,,,,,
7558,Unknown,,,4,,,,,,,,,
7559,Unknown,,,6,,,,,,,,,
7560,Unknown,,,48,,,,,,,,,
7561,Unknown,,,153,,,,,,,,,
7562,Unknown,,,,,,,,,,,,
7563,Unknown,,,138,,,,,,,,,
7564,Unknown,,,75,,,,,,,,,
7565,Unknown,,,62,,,,,,,,,
7566,Unknown,,,239,,,,,,,,,
7567,Unknown,,,48,,,,,,,,,
7568,Unknown,,,46,,,,,,,,,
7569,Unknown,,,,,,,,,,,,
7570,Unknown,,,42,,,,,,,,,
7571,Unknown,,,96,,,,,,,,,
7572,Unknown,,,189,,,,,,,,,
7573,Unknown,,,6,,,,,,,,,
7574,Unknown,,,214,,,,,,,,,
7575,Unknown,,,15,,,,,,,,,
7576,Unknown,,,278,,,,,,,,,
7577,Unknown,,,684,,,,,,,,,
7578,Unknown,,,156,,,,,,,,,
7579,Unknown,,,52,,,,,,,,,
7580,Unknown,,,66,,,,,,,,,
7581,Unknown,,,23,,,,,,,,,
7582,Unknown,,,146,,,,,,,,,
7583,Unknown,,,,,,,,,,,,
7584,Unknown,,,44,,,,,,,,,
7585,Unknown,,,97,,,,,,,,,
7586,Unknown,,,51,,,,,,,,,
7587,Unknown,,,49,,,,,,,,,
7588,Unknown,,,33,,,,,,,,,
7589,Unknown,,,,,,,,,,,,
7590,Unknown,,,,,,,,,,,,
7591,Unknown,,,,,,,,,,,,
7592,Unknown,,,19,,,,,,,,,
7593,Unknown,,,71,,,,,,,,,
7594,Unknown,,,330,,,,,,,,,
7595,Unknown,,,,,,,,,,,,
7596,Unknown,,,1,,,,,,,,,
7597,Unknown,,,2,,,,,,,,,
7598,Unknown,,,5,,,,,,,,,
7599,Unknown,,,11,,,,,,,,,
7600,Unknown,,,6,,,,,,,,,
7601,Unknown,,,100,,,,,,,,,
7602,Unknown,,,2,,,,,,,,,
7603,Unknown,,,44,,,,,,,,,
7604,Unknown,,,,,,,,,,,,
7605,Unknown,,,17,,,,,,,,,
7606,Unknown,,,8,,,,,,,,,
7607,Unknown,,,19,,,,,,,,,
7608,Unknown,,,437,,,,,,,,,
7609,Unknown,,,,,,,,,,,,
7610,Unknown,,,100,,,,,,,,,
7611,Unknown,,,22,,,,,,,,,
7612,Unknown,,,198,,,,,,,,,
7613,Unknown,,,31,,,,,,,,,
7614,Unknown,,,18,,,,,,,,,
7615,Unknown,,,44,,,,,,,,,
7616,Unknown,,,99,,,,,,,,,
7617,Unknown,,,86,,,,,,,,,
7618,Unknown,,,70,,,,,,,,,
7619,Unknown,,,196,,,,,,,,,
7620,Unknown,,,277,,,,,,,,,
7621,Unknown,,,81,,,,,,,,,
7622,Unknown,,,131,,,,,,,,,
7623,Unknown,,,35,,,,,,,,,
7624,Unknown,,,,,,,,,,,,
7625,Unknown,,,54,,,,,,,,,
7626,Unknown,,,,,,,,,,,,
7627,Unknown,,,238,,,,,,,,,
7628,Unknown,,,60,,,,,,,,,
7629,Unknown,,,167,,,,,,,,,
7630,Unknown,,,,,,,,,,,,
7631,Unknown,,,151,,,,,,,,,
7632,Unknown,,,145,,,,,,,,,
7633,Unknown,,,,,,,,,,,,
7634,Unknown,,,476,,,,,,,,,
7635,Unknown,,,62,,,,,,,,,
7636,Unknown,,,26,,,,,,,,,
7637,Unknown,,,,,,,,,,,,
7638,Unknown,,,64,,,,,,,,,
7639,Unknown,,,112,,,,,,,,,
7640,Unknown,,,84,,,,,,,,,
7641,Unknown,,,464,,,,,,,,,
7642,Unknown,,,234,,,,,,,,,
7643,Unknown,,,,,,,,,,,,
7644,Unknown,,,69,,,,,,,,,
7645,Unknown,,,476,,,,,,,,,
7646,Unknown,,,110,,,,,,,,,
7647,Unknown,,,,,,,,,,,,
7648,Unknown,,,,,,,,,,,,
7649,Unknown,,,,,,,,,,,,
7650,Unknown,,,3,,,,,,,,,
7651,Unknown,,,46,,,,,,,,,
7652,Unknown,,,,,,,,,,,,
7653,Unknown,,,,,,,,,,,,
7654,Unknown,,,,,,,,,,,,
7655,Unknown,,,,,,,,,,,,
7656,Unknown,,,155,,,,,,,,,
7657,Unknown,,,,,,,,,,,,
7658,Unknown,,,9,,,,,,,,,
7659,Unknown,,,98,,,,,,,,,
7660,Unknown,,,44,,,,,,,,,
7661,Unknown,,,65,,,,,,,,,
7662,Unknown,,,114,,,,,,,,,
7663,Unknown,,,,,,,,,,,,
7664,Unknown,,,3,,,,,,,,,
7665,Unknown,,,4,,,,,,,,,
7666,Unknown,,,,,,,,,,,,
7667,Unknown,,,,,,,,,,,,
7668,Unknown,,,2,,,,,,,,,
7669,Unknown,,,7,,,,,,,,,
7670,Unknown,,,46,,,,,,,,,
7671,Unknown,,,,,,,,,,,,
7672,Unknown,,,,,,,,,,,,
7673,Unknown,,,,,,,,,,,,
7674,Unknown,,,,,,,,,,,,
7675,Unknown,,,50,,,,,,,,,
7676,Unknown,,,122,,,,,,,,,
7677,Unknown,,,182,,,,,,,,,
7678,Unknown,,,68,,,,,,,,,
7679,Unknown,,,57,,,,,,,,,
7680,Unknown,,,123,,,,,,,,,
7681,Unknown,,,,,,,,,,,,
7682,Unknown,,,114,,,,,,,,,
7683,Unknown,,,2,,,,,,,,,
7684,Unknown,,,,,,,,,,,,
7685,Unknown,,,,,,,,,,,,
7686,Unknown,,,7,,,,,,,,,
7687,Unknown,,,9,,,,,,,,,
7688,Unknown,,,,,,,,,,,,
7689,Unknown,,,2,,,,,,,,,
7690,Unknown,,,,,,,,,,,,
7691,Unknown,,,110,,,,,,,,,
7692,Unknown,,,3,,,,,,,,,
7693,Unknown,,,151,,,,,,,,,
7694,Unknown,,,6,,,,,,,,,
7695,Unknown,,,24,,,,,,,,,
7696,Unknown,,,6,,,,,,,,,
7697,Unknown,,,15,,,,,,,,,
7698,Unknown,,,39,,,,,,,,,
7699,Unknown,,,,,,,,,,,,
7700,Unknown,,,47,,,,,,,,,
7701,Unknown,,,1,,,,,,,,,
7702,Unknown,,,27,,,,,,,,,
7703,Unknown,,,96,,,,,,,,,
7704,Unknown,,,97,,,,,,,,,
7705,Unknown,,,169,,,,,,,,,
7706,Unknown,,,116,,,,,,,,,
7707,Unknown,,,110,,,,,,,,,
7708,Unknown,,,32,,,,,,,,,
7709,Unknown,,,72,,,,,,,,,
7710,Unknown,,,42,,,,,,,,,
7711,Unknown,,,64,,,,,,,,,
7712,Unknown,,,8,,,,,,,,,
7713,Unknown,,,,,,,,,,,,
7714,Unknown,,,52,,,,,,,,,
7715,Unknown,,,26,,,,,,,,,
7716,Unknown,,,118,,,,,,,,,
7717,Unknown,,,136,,,,,,,,,
7718,Unknown,,,2,,,,,,,,,
7719,Unknown,,,89,,,,,,,,,
7720,Unknown,,,2,,,,,,,,,
7721,Unknown,,,130,,,,,,,,,
7722,Unknown,,,20,,,,,,,,,
7723,Unknown,,,,,,,,,,,,
7724,Unknown,,,,,,,,,,,,
7725,Unknown,,,42,,,,,,,,,
7726,Unknown,,,13,,,,,,,,,
7727,Unknown,,,28,,,,,,,,,
7728,Unknown,,,40,,,,,,,,,
7729,Unknown,,,29,,,,,,,,,
7730,Unknown,,,79,,,,,,,,,
7731,Unknown,,,140,,,,,,,,,
7732,Unknown,,,68,,,,,,,,,
7733,Unknown,,,19,,,,,,,,,
7734,Unknown,,,26,,,,,,,,,
7735,Unknown,,,62,,,,,,,,,
7736,Unknown,,,75,,,,,,,,,
7737,Unknown,,,29,,,,,,,,,
7738,Unknown,,,91,,,,,,,,,
7739,Unknown,,,36,,,,,,,,,
7740,Unknown,,,73,,,,,,,,,
7741,Unknown,,,25,,,,,,,,,
7742,Unknown,,,32,,,,,,,,,
7743,Unknown,,,59,,,,,,,,,
7744,Unknown,,,21,,,,,,,,,
7745,Unknown,,,48,,,,,,,,,
7746,Unknown,,,,,,,,,,,,
7747,Unknown,,,54,,,,,,,,,
7748,Unknown,,,104,,,,,,,,,
7749,Unknown,,,64,,,,,,,,,
7750,Unknown,,,49,,,,,,,,,
7751,Unknown,,,80,,,,,,,,,
7752,Unknown,,,80,,,,,,,,,
7753,Unknown,,,74,,,,,,,,,
7754,Unknown,,,90,,,,,,,,,
7755,Unknown,,,34,,,,,,,,,
7756,Unknown,,,58,,,,,,,,,
7757,Unknown,,,28,,,,,,,,,
7758,Unknown,,,60,,,,,,,,,
7759,Unknown,,,12,,,,,,,,,
7760,Unknown,,,,,,,,,,,,
7761,Unknown,,,53,,,,,,,,,
7762,Unknown,,,130,,,,,,,,,
7763,Unknown,,,44,,,,,,,,,
7764,Unknown,,,50,,,,,,,,,
7765,Unknown,,,74,,,,,,,,,
7766,Unknown,,,82,,,,,,,,,
7767,Unknown,,,70,,,,,,,,,
7768,Unknown,,,120,,,,,,,,,
7769,Unknown,,,14,,,,,,,,,
7770,Unknown,,,130,,,,,,,,,
7771,Unknown,,,73,,,,,,,,,
7772,Unknown,,,91,,,,,,,,,
7773,Unknown,,,54,,,,,,,,,
7774,Unknown,,,69,,,,,,,,,
7775,Unknown,,,68,,,,,,,,,
7776,Unknown,,,37,,,,,,,,,
7777,Unknown,,,33,,,,,,,,,
7778,Unknown,,,126,,,,,,,,,
7779,Unknown,,,63,,,,,,,,,
7780,Unknown,,,25,,,,,,,,,
7781,Unknown,,,76,,,,,,,,,
7782,Unknown,,,71,,,,,,,,,
7783,Unknown,,,,,,,,,,,,
7784,Unknown,,,24,,,,,,,,,
7785,Unknown,,,45,,,,,,,,,
7786,Unknown,,,79,,,,,,,,,
7787,Unknown,,,106,,,,,,,,,
7788,Unknown,,,20,,,,,,,,,
7789,Unknown,,,30,,,,,,,,,
7790,Unknown,,,66,,,,,,,,,
7791,Unknown,,,63,,,,,,,,,
7792,Unknown,,,67,,,,,,,,,
7793,Unknown,,,46,,,,,,,,,
7794,Unknown,,,64,,,,,,,,,
7795,Unknown,,,101,,,,,,,,,
7796,Unknown,,,70,,,,,,,,,
7797,Unknown,,,42,,,,,,,,,
7798,Unknown,,,,,,,,,,,,
7799,Unknown,,,,,,,,,,,,
7800,Unknown,,,,,,,,,,,,
7801,Unknown,,,40,,,,,,,,,
7802,Unknown,,,11,,,,,,,,,
7803,Unknown,,,86,,,,,,,,,
7804,Unknown,,,71,,,,,,,,,
7805,Unknown,,,58,,,,,,,,,
7806,Unknown,,,67,,,,,,,,,
7807,Unknown,,,88,,,,,,,,,
7808,Unknown,,,67,,,,,,,,,
7809,Unknown,,,38,,,,,,,,,
7810,Unknown,,,62,,,,,,,,,
7811,Unknown,,,91,,,,,,,,,
7812,Unknown,,,62,,,,,,,,,
7813,Unknown,,,112,,,,,,,,,
7814,Unknown,,,75,,,,,,,,,
7815,Unknown,,,52,,,,,,,,,
7816,Unknown,,,48,,,,,,,,,
7817,Unknown,,,53,,,,,,,,,
7818,Unknown,,,64,,,,,,,,,
7819,Unknown,,,197,,,,,,,,,
7820,Unknown,,,540,,,,,,,,,
7821,Unknown,,,50,,,,,,,,,
7822,Unknown,,,91,,,,,,,,,
7823,Unknown,,,57,,,,,,,,,
7824,Unknown,,,135,,,,,,,,,
7825,Unknown,,,564,,,,,,,,,
7826,Unknown,,,41,,,,,,,,,
7827,Unknown,,,210,,,,,,,,,
7828,Unknown,,,20,,,,,,,,,
7829,Unknown,,,19,,,,,,,,,
7830,Unknown,,,29,,,,,,,,,
7831,Unknown,,,49,,,,,,,,,
7832,Unknown,,,55,,,,,,,,,
7833,Unknown,,,37,,,,,,,,,
7834,Unknown,,,61,,,,,,,,,
7835,Unknown,,,68,,,,,,,,,
7836,Unknown,,,20,,,,,,,,,
7837,Unknown,,,,,,,,,,,,
7838,Unknown,,,28,,,,,,,,,
7839,Unknown,,,24,,,,,,,,,
7840,Unknown,,,48,,,,,,,,,
7841,Unknown,,,66,,,,,,,,,
7842,Unknown,,,29,,,,,,,,,
7843,Unknown,,,24,,,,,,,,,
7844,Unknown,,,30,,,,,,,,,
7845,Unknown,,,27,,,,,,,,,
7846,Unknown,,,23,,,,,,,,,
7847,Unknown,,,48,,,,,,,,,
7848,Unknown,,,32,,,,,,,,,
7849,Unknown,,,298,,,,,,,,,
7850,Unknown,,,66,,,,,,,,,
