well_id,wellUse,As_,Ba,Ca,Cl_,Cr,GrossAlpha_U_Nat,Nitrate,Pb,Ra_Total,Se,U,None
883,Municipal,,,56,,,,,,,,,
884,Livestock,,,76,,,,0.09,,,,,
885,Livestock,,,,,,,,,,,3.880597015,
887,Livestock,,,,,,,,,0.45,,94.02985075,
891,Livestock,,,,,,,,,,,1.343283582,
892,Livestock,,,43,,,,,,,,2.537313433,
893,Livestock,,,48,,,,,,,,0.701492537,
894,Municipal,,,120,,,,,,,,5.52238806,
919,Other,2.89875931,,,,,,,,,,2.113701249,
920,Domestic,,,113,,,,,,,,,
940,Other,,,,,,,,,,,,
941,Domestic,3,40,10,,,,,,,,,
946,Municipal,,,34,,,,,,,,,
947,Livestock,,,244,,,,,,,,,
950,Domestic,17,4,2.5,,,,,,,,,
951,Unknown,21,,3,,,,,,,,,
952,Agriculture,12,,3.4,,,,,,,,,
953,Municipal,36,,2.9,,,,,,,,,
954,Domestic,12,100,3.095,,10,,,,,0.4,0.04,
956,Municipal,,,24,,,,,,,,,
957,Agriculture,19,,3.4,,,,,,,,,
958,Domestic,15,,3.1,,,,,,,1,,
959,Municipal,13,,21.25,,,,,,,,,
960,Municipal,,,,,,,,,,,,
961,Unknown,19,4,3,,,,,,,,,
962,Other,6,,3.6,,,,,,,,,
963,Livestock,68.6,,1.85,,,,,,,1,0.395,
964,Livestock,55,,,,,,,,,1,,
965,Livestock,,,,,,,,,,,,
966,Livestock,6,,180,,,,,,,,,
967,Domestic,,,3.65,,,,,,,,,
977,Domestic,3.53138992,,18.43007991,,0.683956096,,5.70754009,2.645135697,,,1.603135354,
980,Other,0.739635884,,22.13238971,,,,,,,,0.657208982,
981,Domestic,2.411414958,,15.11899232,,,,,,,,0.357626908,
987,Domestic,2.23238964,,17.35487076,,,,,,,,0.766154807,
988,Domestic,3.501129964,,26.11053708,,,,,,,,0.675030133,
989,Domestic,1.923606593,,47.43333169,,,,,,,,1.604548004,
993,Domestic,1.563534099,,24.44342165,,,,8.48813319,,,,1.475382268,
996,Domestic,4.333772687,,16.77862961,,,,1.33767486,,,,0.726565038,
998,Unknown,2.784473543,,,,,,,,,,1.162353969,
999,Domestic,1.059858,,32.77388686,,,,,,,,2.64507327,
1001,Domestic,2.006428727,,18.60749788,,,,,,,,0.630943085,
1002,Domestic,0.085240545,,,,,,,,,,0.989007961,
1010,Domestic,2.008170992,,18.31558448,,,,,,,,0.740680729,
1011,Domestic,1.003286549,,2.484092937,,,,,,,,0.639583568,
1013,Unknown,1.37408022,,16.59577375,,,,,,,,0.351586017,
1016,Domestic,1.43078533,,21.6739636,,,,,,,,1.162752025,
1025,Domestic,1.649069852,,14.8539032,,,,13.29228837,,,,0.684491633,
1028,Domestic,2.221243662,,,,0.614912347,,,3.025878867,,,0.913671368,
1032,Domestic,1.053265751,,19.5735396,,,,,,,,0.435049095,
1033,Unknown,0.84624827,,,,,,,,,,2.934678121,
1035,Domestic,1.693711366,,26.51052667,,,,,,,,5.066758241,
1041,Unknown,1.927035203,,14.28373137,,0.463381003,,,0.113796054,,,0.481906077,
1042,Domestic,0.881578199,,11.25312748,,,,4.93442475,,,,6.59076635,
1050,Unknown,,,30,,,,,,,,,
1080,Domestic,4.372068792,,37.22821813,,1.03312908,,1.68407956,2.294501111,,,0.824263815,
1083,Domestic,,,47,,,,,,,,,
1084,Domestic,,,,,,,,,,,,
1085,Domestic,,,,,,,,,,,,
1092,Domestic,1.347313597,,22.41932783,,,,,,,,0.824615822,
1093,Domestic,1.494543942,,,,,,,,,,0.67,
1094,Domestic,1.485789272,,,,,,,,,,0.55,
1099,Livestock,1.312055034,,27.30649937,,,,,,,,0.973040302,
1100,Domestic,1.420938574,,,,,,,,,,0.77,
1102,Domestic,1.401018808,,30.66844308,,,,3.73336608,,,,0.919071815,
1111,Livestock,1.87043353,,27.8997912,,,,,,,,0.378649224,
1117,Domestic,2.519389878,,,,0.71339741,,,0.696487529,,,1.174826485,
1150,Livestock,,,,,,,,,1.66,,5.373134328,
1180,Domestic,0.2,,,,,,,,,,3.22,
1181,Domestic,9.949842058,,13.97695687,,0.197713601,,4.23047478,0.066418355,,13.51608104,3.093630159,
1187,Other,1.555039976,,20.36815287,,,,6.23821839,,,,0.778705846,
1193,Domestic,2.063817121,,21.91894783,,,,,,,,0.758738913,
1194,Domestic,1.208650361,,16.51521355,,,,2.7909553,,,,0.679147293,
1195,Domestic,1.7541543,,28.40778361,,0.797012595,,20.5855995,0.24083441,,,4.622876379,
1197,Domestic,1.620338005,,30.65440129,,,,0.66942006,,,,0.534255316,
1198,Domestic,22.22698876,,88.60620017,,0.340453867,,51.47212342,0.066418355,,22.07537624,3.233543266,
1199,Domestic,2.589429437,,19.63051176,,,,,,,,0.614704286,
1201,Other,1.662643616,,14.03509779,,,,,,,,1.564943877,
1224,Domestic,4.143035125,,28.35089292,,0.685388795,,,0.056781058,,,3.584880714,
1225,Domestic,13.13490884,,,,,,,,,,182.3732461,
1226,Other,5.27612086,,16.22322118,,,,,,,,2.872997651,
1229,Domestic,2.3411231,,37.69690935,,,,38.13012095,,,,4.997810191,
1230,Domestic,11.86804769,,,,,,,,,,1.157639328,
1239,Municipal,2.38,,,,,,,,,,6.01,
1240,Unknown,14.5494409,,38.19532487,,,,237.5641798,,,,20.9942577,
1249,Unknown,,,,,,,,,,,5.373134328,
1263,Domestic,1,7,800,,20,,,1,,1,7,
1264,Municipal,1.44413852,,,,,,,,,,6.03217715,
1265,Domestic,6.111343852,,,,0.143131185,,,0.066418355,0.7,25.5124462,0.640153819,
1267,Domestic,3.296158566,,,,,,,,,,0.737787977,
1276,Domestic,2.1750688,,,,0.275410841,,,0.066418355,,29.13453605,0.72501757,
1277,Domestic,62.11937254,,,,0.340165017,,,0.066418355,,16.289544,0.861248291,
1278,Domestic,1.735597366,,,,,,,,,,0.57074669,
1281,Domestic,5.962556076,,,,1.105335644,,,0.066418355,,17.92352171,0.97138588,
1284,Domestic,0.121203103,,,,0.485414819,,,0.410621685,,,0.318301552,
1289,Domestic,1,10,970,,20,,,1,,1,1,
1294,Domestic,0.473531871,,,,0.395803598,,,0.056781058,,,0.2045567,
1298,Livestock,26,7.5,8.7,,20,,,2,0.524,4,1,
1304,Livestock,0.199132584,,,,0.397034777,,,0.056781058,,,0.19735617,
1305,Other,,,,,,,,,,,4.029850746,
1319,Domestic,,,,,,,,,,,4.47761194,
1323,Domestic,,,,,,,,,,,4.328358209,
1325,Livestock,0.954806546,,76.59521843,,1.123793506,,2.79176126,0.066418355,,19.46142848,4.328358209,
1328,Livestock,,,,,,,,,,,4.776119403,
1348,Domestic,12.4108928,,87.90649926,,3.008687407,,,0.066418355,,21.85442359,5.18435294,
1350,Domestic,6.767352174,,87.47557593,,0.991031368,,6.61532195,0.066418355,,17.97542921,4.617574003,
1355,Unknown,9.184983046,,,,,,,,,,2.59,
1371,Domestic,2.456941976,,92.53779818,,0.506217228,,,0.066418355,,17.43552627,4.925373134,
1372,Livestock,,,,,,,,,,,5.074626866,
1381,Livestock,7.373903294,,86.7132208,,0.902553151,,5.89179778,0.066418355,,20.80742011,3.880597015,
1394,Domestic,3.885951948,,80.41834653,,0.723553636,,5.77000684,0.066418355,,17.1735356,3.592795775,
1396,Unknown,1.060209341,,7.088345894,,1.705222715,,1.94256731,0.066418355,,30.23971851,5.399374111,
1397,Livestock,11.95880395,,92.3239617,,1.240014284,,10.66477539,0.066418355,,18.2432988,4.328358209,
1403,Unknown,39.42769655,,46.80020688,,0.108638354,,47.08060352,0.066418355,,25.62073406,2.007808241,
1424,Domestic,16.59183156,,,,,,,,,,0.32,
1425,Domestic,3.444808353,,,,,,,,,,0.94,
1429,Domestic,7.27175542,,,,0.72363055,,,0.098096122,,30.64528513,9.98,
1434,Domestic,7.95184688,,,,0.372054793,,,0.26258087,,15.450536,0.928749494,
1437,Livestock,5.861996711,,,,,,,,,,0.71,
1439,Domestic,5.372950684,,,,,,,,,,0.58871969,
1459,Domestic,16.91251686,,,,1.663967137,,,0.066418355,,97.74872783,34.95057041,
1472,Unknown,3.845781158,,,,0.453540544,,,1.107918306,,,10.37051669,
1475,Livestock,7.728774808,,,,,,,,,,1.36,
1504,Livestock,5.387816068,,,,0.279437224,,,0.136158094,,16.5535518,7.438173657,
1528,Livestock,2.981333455,,,,,,,,,,17.96005889,
1530,Livestock,,,75.7,,,,,,,,,
1531,Livestock,,,,,,,,,,,,
1532,Livestock,,,64.8,,,,,,,,,
1533,Livestock,,,69,,,,,,,,,
1534,Livestock,,,70.45,,,,,,,,,
1538,Livestock,0.821714333,,,,,,,,,,1.662346944,
1539,Livestock,,,143,,,,,,,,,
1544,Livestock,,,123,,,,,,,,,
1554,Livestock,,,412.5,,,,,,,,,
1557,Domestic,,,84,,,,,,,,,
1558,Livestock,,,75.05,,,,,,,,,
1564,Domestic,,,63.3,,,,,,,,,
1565,Livestock,,,,,,,,,,,,
1567,Livestock,1.376916717,,,,,,,,,,1.79,
1569,Livestock,,,,,,,,,,,,
1570,Livestock,,,,,,,,,,,,
1571,Livestock,,,,,,,,,,,,
1572,Livestock,,,,,,,,,,,,
1573,Livestock,,,241,,,,,,,,,
1576,Livestock,,100,290,,,,,,,,,
1581,Livestock,3,5,3,,20,,,1,,1,3,
1582,Livestock,,,206,,,,,,,,,
1587,Livestock,2.392556432,,,,,,,,,,16.92304265,
1588,Livestock,11,19,24,,0.5,,,1,9.568,0.5,130,
1590,Livestock,1.699648355,62,26,,0.5,,,1,0.251,0.56,4.11,
1591,Livestock,5.22299711,,,,1.250872945,,,0.352409464,,11.58798257,2.316156765,
1629,Unknown,,,298,,,,,,,,,
1631,Unknown,,,585,,,,,,,,,
1736,Livestock,12.79006743,,,,0.474940159,,,2.523003779,,,3.1,
1739,Domestic,,,7.1,,,,,,,,,
1747,Livestock,,,17,,,,,,,,,
1752,Domestic,8,98,34,,20,,,1,,1,9,
1753,Domestic,1,72,34,,20,,,1,,1,3,
1770,Livestock,0.8,,,,,,,,,,0.76,
1775,Livestock,,100,11,,,,,,,,,
1776,Domestic,1,130,6,,20,,,1,,1,1,
1798,Domestic,6.03227124,,,,0.248664441,,,1.699701122,,11.88706436,1.816832067,
1812,Domestic,,,23,,,,,,,,,
1817,Livestock,,3,2.5,,,,,,,,,
1819,Unknown,23,,13,,,,,,,,,
1820,Domestic,,6,1.15,,,,,,,,,
1823,Other,,100,51,,,,,,,,,
1824,Municipal,4,100,7,,,,,,,,,
1828,Livestock,2.754521451,,,,,,,,,,0.4,
1832,Livestock,,,29,,,,,,,,,
1834,Unknown,,,33,,,,,,,,,
1835,Unknown,,,34,,,,,,,,,
1836,Unknown,,,70,,,,,,,,,
1837,Domestic,,,9.5,,,,,,,,,
1838,Unknown,,,43,,,,,,,,,
1840,Unknown,,,46,,,,,,,,,
1841,Unknown,,,36,,,,,,,,,
1850,Independent,,100,90,,,,,,,,,
1862,Domestic,1.81913957,22,220,,20,,,1,,15.03697156,1,
1864,Livestock,1,43,86,,20,,,1,,1,12,
1871,Domestic,1.425051819,70,130,,20,,,1,,15.16594828,2.061797502,
1872,Domestic,1,16,26,,20,,,1,,1,32,
1873,Livestock,2,60,99,,20,,,1,,1,10,
1875,Domestic,1,86,110,,20,,,1,,1,12,
1885,Unknown,1,29,49,,20,,,1,,5,21,
1888,Domestic,1.29243852,,,,0.119875034,,,0.066418355,,12.0117111,7.203859346,
1894,Domestic,12.00695164,19,17,,20,,,1,,16.09763946,26.59304277,
1901,Domestic,1,5,660,,20,,,1,,2,1,
1902,Recreation,1,81,541.5,,20,,,1,,2,26,
1905,Other,10,25.4,333,,4.2,,,2.3,,5,33.3119403,
1906,Other,0.420741291,,,,0.226240813,,,0.254304074,,31.53202934,17.31846557,
1907,Domestic,0.69,6.3,382,,0.5,,,1,0.92,2.4,31,
1908,Domestic,7.513287301,75,7,,20,,,1,,12.51894026,2.148235412,
1910,Domestic,9,22,57,,20,,,1,,31,11,
1913,Livestock,2,10,230,,20,,,2,,6,1,
1918,Livestock,1,12,225.6,,20,,,1,0.452,1,44,
1943,Domestic,4,190,99,,20,,,1,,6,4,
1944,Livestock,2,330,150,,20,,,1,,1,4,
1945,Domestic,1,23,220,,20,,,1,,13.99752946,1.322689458,
1946,Domestic,1,100,65,,20,,,1,,5,17,
1948,Unknown,4,70,19,,20,,,1,,2,9,
1953,Domestic,1,26,110,,20,,,1,,3,4,
1954,Unknown,1,110,120,,20,,,1,,4,9,
1959,Livestock,1,63,64,,20,,,1,,24.37476212,6.654371319,
1965,Unknown,,,,,,,,,,,,
1966,Domestic,1,20,88,,20,,,1,,1,6,
1967,Municipal,,,,,,,,,,,,
1968,Livestock,,,,,,,,,,,,
1969,Livestock,,,,,,,,,,,,
1970,Livestock,4,11,420,,20,,,1,,33.88007583,1,
1972,Unknown,1.004857236,,,,1.121743525,,,0.066418355,,13.88816169,0.670034649,
1977,Municipal,1,,,,,,,,,,,
1981,Municipal,,63,,,,,,,,,,
1982,Municipal,,,,,,,,,,,,
1983,Unknown,,,,,,,,,,,,
1984,Other,,,64,,,,,,,,,
1985,Domestic,,,,,20,,,,,,,
1987,Livestock,1,160,26,,20,,,1,,1,1,
1988,Domestic,,,,,,,,1,,,,
1989,Domestic,1,210,13,,20,,,3,,1,1,
1990,Domestic,,,,,,,,,,,,
1993,Domestic,1,230,14,,20,,,1,,1,1,
1994,Domestic,,,,,,,,,,2,,
1995,Domestic,1,5,140,,20,,,1,,16.23925964,1,
1996,Livestock,,,,,,,,,,,,
1997,Domestic,,,,,,,,,,,5,
1999,Domestic,2,180,23,,20,,,1,,1,1,
2003,Domestic,1,5,130,,20,,,1,,1,1,
2009,Domestic,1,68,150,,20,,,1,,12.10640638,1,
2011,Domestic,1,110,140,,20,,,1,,13.8459108,1,
2023,Unknown,1,9,260,,20,,,1,,1,1,
2024,Unknown,1,12,240,,20,,,1,,1,1,
2027,Unknown,1,95,21,,20,,,1,,1,1,
2028,Livestock,2.739038205,17,60,,20,,,1,,13.84269141,1,
2029,Livestock,6,20,245,,20,,,1,,16.31278444,1,
2033,Domestic,0.995940473,,,,0.049710986,,,0.066418355,,12.15318034,2.480079533,
2063,Other,,100,101,,,,,,,,,
2064,Other,,,8.5,,,,,,,,,
2067,Livestock,29,100,27.5,,1,,,1,,1,,
2070,Livestock,1.78988701,,,,0.31830926,,,0.233944632,,13.56829518,3.169014634,
2080,Livestock,4.7,280,43.2,,0.5,,,1,1.975,2.2,11,
2082,Unknown,,100,23,,,,,,,,,
2083,Unknown,,,89,,,,,,,,,
2084,Unknown,,,6,,,,,,,,,
2085,Unknown,,,64,,,,,,,,,
2095,Livestock,,,33,,,,,,,,,
2096,Domestic,2.884762717,,,,0.23946686,,,0.066418355,,12.5571267,0.616488574,
2099,Livestock,,100,142,,,,,,,,,
2100,Domestic,,45,7.4,,,,,,,,,
2101,Livestock,3.232871233,,,,0.381285769,,,0.066418355,,22.67200344,13.85473589,
2112,Domestic,,100,4.3,,,,,,,,,
2122,Domestic,1,9.4,115.2,,0.5,,,1,4.39,1.3,2.5,
2129,Livestock,,100,58,,,,,,,,,
2130,Livestock,,,29,,,,,,,,,
2131,Livestock,,100,6.3,,,,,,,,,
2152,Livestock,,,27,,,,,,,,,
2204,Other,,100,98,,,,,,,,,
2209,Independent,,,25,,,,,,,,,
2210,Other,,,30,,,,,,,,,
2211,Other,40,,26,,,,,,,,,
2213,Unknown,,,40,,,,,,,,,
2263,Livestock,,,22.2,,,,,,,,,
2286,Livestock,,,3,,,,,,,,,
2400,Independent,6,100,13,,,780,0.443,,,1,0.01,
2476,Municipal,,,44,,,,,,,,,
2509,Unknown,1,,146,,,,0.1,,,10,400,
2554,Independent,1,80,49.5,,10,6.6,,,,1,0.04,
2560,Livestock,,,,,,,,,,,1.791044776,
2561,Livestock,,,32,,,,,,,,,
2562,Livestock,,,,,,,,,,,19.40298507,
2563,Livestock,,,31,,,,,,,,,
2564,Livestock,,,,,,,,,,,,
2565,Livestock,,,,,,,,,,,1.074626866,
2566,Livestock,,,34,,,,8.7,,,,,
2568,Other,51,36,41,,0.5,,,1,1.0749,12,69,
2572,Domestic,13.8980268,,,,,,,,,,1.75,
2582,Domestic,,,46,,,,9.6,,,,0.776119403,
2598,Domestic,,,580,,,,0.8,,,,17.91044776,
2599,Municipal,,,88,,,,9.2,,,,,
2600,Other,,,,,,,,,,,,
2601,Unknown,,,,,,,5.7,,,,,
2602,Municipal,,,92,,,,3.8,,,,,
2603,Domestic,,,40,,,,5.3,,,,,
2609,Domestic,19.65057282,120,26.4,,6.2,,,1,0.835,4.2,17.36957554,
2619,Domestic,2.68908392,,,,,,,,,,41.71467051,
2626,Other,2.071612218,,,,,,,,,,7.509089128,
2629,Domestic,,,60.5,,,,6.4,,,,1.791044776,
2645,Domestic,0.73,12,530,,0.5,,,1.7,0.576,2.6,19,
2661,Livestock,,,76,,,,42,,,,,
2669,Unknown,49.96287999,,,,0.838606038,,,2.665895512,,59.54863099,115.764751,
2674,Livestock,12.45144177,,,,,,,,,,9.573121985,
2679,Livestock,0.132914345,,,,,,,,,,,
2681,Domestic,1.666920303,,,,,,,,,,4.667252442,
2702,Domestic,,,,,,,,,,,2.537313433,
2738,Municipal,,,,,,,,,,,1.149253731,
2739,Municipal,,,,,,,,,,,2.985074627,
2742,Livestock,,,,,,,,,,,0.820895522,
2749,Other,1,,40,,,,41,,,1,300,
2752,Domestic,,,2,,,,10,,,,53.73134328,
2753,Domestic,,,21.5,,,,0.4,,,,,
2756,Domestic,,,74,,,,9.2,,,,,
2758,Municipal,,,28.5,,,,1,,,,,
2763,Domestic,,,78,,,,15,,,,,
2768,Municipal,21,55,4.7,,10,,,4.8,3.26,2.1,8.6,
2769,Domestic,,,86,,,,0.3,,,,,
2771,Unknown,,,,,,,,,,,10.44776119,
2774,Domestic,,,91,,,,9.2,,,,6.417910448,
2779,Domestic,,,42,,,,9.7,,,,,
2780,Livestock,,,64,,,,4.1,,,,,
2781,Domestic,,,74,,,,1.3,,,,,
2782,Domestic,,,460,,,,0.2,,,,,
2784,Other,,,,,,,,,,,,
2794,Domestic,,,8,,,,2.6,,,,,
2798,Domestic,,,210,,,,8.7,,,,,
2806,Domestic,1,100,30,,,,,5,,1,,
2810,Domestic,,,73,,,,5.6,,,,,
2816,Other,,,,,,,,,,,,
2839,Domestic,,,90.5,,,,2.5,,,,,
2840,Domestic,,,49.5,,,,1,,,,,
2868,Livestock,,,51,,,,0.06,,,,,
2877,Livestock,,,90,,,,0.62,,,,,
2879,Unknown,,,9,,,,0.25,,,,,
2920,Domestic,,,5,,,,1.7,,,,,
2921,Livestock,,,1,,,,0.25,,,,,
2937,Domestic,,,,,,,,,,,,
2938,Domestic,,,,,,,,,,,,
2941,Unknown,6.1,2.3,17.5,,5,,,3,,5,4.594029851,
2956,Unknown,0.085240545,,,,,,,,,,17.46483313,
2966,Domestic,,,52,,,,0.6,,,,12.98507463,
3105,Independent,,,99,,,,,,,,,
3106,Unknown,,,,,,,,,,,,
3108,Independent,,,9,,,,5.6,,,,,
3113,Domestic,,,,,,,,,,,19.40298507,
3116,Domestic,,,91,,,,17,,,,3.582089552,
3126,Domestic,,,61,,,,6.5,,,,,
3127,Other,,,,,,,,,,,,
3143,Domestic,,,71,,,,9.8,,,,,
3144,Livestock,0.4,6.37,37.8,,2,,0.177,0.08,,1.7,,
3157,Other,,,69,,,,11,,,,,
3158,Municipal,,,1.2,,,,,,,,,
3159,Livestock,,,,,,,,,,,3.731343284,
3166,Domestic,0,50,12,,,,,,,,0.63,
3167,Domestic,1,90,2.4,,,,,,,,0.02,
3168,Unknown,1,70,2.7,,,,,,,,0.01,
3170,Unknown,11.37696751,,,,,,,,,,5.298014335,
3172,Domestic,,,48,,,,3.9,,,,,
3173,Unknown,,,,,,,,,,,0.149253731,
3181,Unknown,5.839659875,,,,,,,,,,6.358237025,
3190,Unknown,,,,,,,,,,,,
3196,Independent,,,,,,,,,,,4.328358209,
3276,Domestic,,,80,,,,,,,,,
3280,Domestic,,,177,,,,,,,,,
3301,Livestock,,,,,,,,,,,2.23880597,
3302,Independent,23,,3,,,,,,,,,
3316,Domestic,14,38,16.5,,1,,,,,1,,
3317,Domestic,10,56,15,,1,,,,,1,,
3326,Unknown,,,46,,,,1.2,,,,,
3333,Domestic,,,70,,,,1.3,,,,,
3345,Independent,,,15,,,,4.6,,,,,
3346,Independent,2,100,260,,1,,0.443,1,,2,,
3360,Agriculture,,,,,,,,,,,0.046829683,
3369,Domestic,,,110,,,,0.4,,,,,
3377,Domestic,,,81,,,,4,,,,,
3381,Other,,,44,,,,,,,,29.85074627,
3387,Other,,,,,,,,,,,,
3416,Independent,,100,112,,,,,,,,,
3430,Livestock,,,,,,,,,,,4.776119403,
3513,Domestic,,,,,,,0.4,,,,,
3514,Domestic,,,29,,,,2.3,,,,,
3517,Domestic,,,80,,,,4.1,,,,,
3518,Domestic,,,48,,,,3,,,,,
3523,Other,,,45.5,,,,,,,,,
3545,Domestic,,,,,,,,,,,,
3556,Independent,,,0.4,,,,1.1,,,,,
3565,Independent,,,15.9,,,,,,,,,
3569,Independent,10,64,8.85,,1,,,,,1,,
3570,Other,,,4.9,,,,,,,,,
3585,Municipal,,,85,,,,5.6,,,,,
3586,Domestic,,,,,,,,,,,6.71641791,
3603,Unknown,,100,8.4,,,,,,,,,
3604,Unknown,12,,94,,4,,,4,,1,13,
3606,Unknown,,36,80,,,,,,,,,
3607,Unknown,,100,85,,,,,,,,,
3618,Unknown,,,210,,,,4,,,,,
3625,Unknown,2.1,76,12.5,,0.5,,,1,0.833,1.7,1.9,
3667,Other,,,,,,,,,,,3.880597015,
3673,Other,,,,,,,,,,,73.13432836,
3674,Other,,,,,,,,,,,55.2238806,
3722,Independent,,,,,,,,,,,9.104477612,
3772,Independent,,,,,,,,,,,2.23880597,
3773,Independent,,,,,,,,,,,1.791044776,
3774,Independent,,,,,,,,,,,0.492537313,
3775,Independent,,,,,,,,,,,1.641791045,
3875,Independent,,,,,,,,,,,0.955223881,
3889,Independent,,,,,,,,,,,2.686567164,
3890,Other,,,,,,,,,,,0.208955224,
3892,Independent,,,,,,,,,,,1.492537313,
3904,Independent,,,,,,,,,,,2.686567164,
4011,Independent,,,,,,,,,,,17.91044776,
4012,Independent,,,,,,,,,,,5.970149254,
4017,Independent,,,,,,,,,,,4.626865672,
4019,Independent,,,,,,,,,,,3.880597015,
4020,Independent,,,,,,,,,,,3.134328358,
4030,Independent,7.299344669,,,,,,,,,,25.33134688,
4044,Other,,,,,,,,,,,10.44776119,
4047,Independent,,,,,,,,,,,11.94029851,
4877,Unknown,0.804819076,,,,,,,,,,0.29,
4878,Unknown,6.95,,,,,,,,,,7.37406055,
4879,Unknown,2.604105141,,,,,,,,,,6.073527458,
4880,Unknown,,,,,,,,,,,3.84,
4881,Unknown,23.57196893,,,,,,,,,,,
6157,Unknown,,,,,,,,,0.2,,,
6165,Unknown,,,,,,,,,,,6.268656716,
6862,Unknown,5,47.9,10.4,,1,,,16.5,0.71,5,,
6864,Unknown,5,1.64,2.42,,1.43,,,3.74,,26.7,,
6865,Domestic,20,31,15,,0.94,,,1,1.0827,12,32,
6866,Unknown,9.6,230,19.2,,0.5,,,1,0.2609,0.72,2,
6867,Domestic,5.7,180,79,,0.93,,,2.3,1.0876,11,1.2,
6868,Domestic,4.7,110,36.8,,0.5,,,1,1.777,6.8,1.1,
6869,Unknown,2,1100,160,,20,,,1,,3,1,
6870,Unknown,1,11,550,,20,,,1,,1,3,
6871,Domestic,6,240,150,,20,,,1,,1,3,
6872,Unknown,2,95,160,,20,,,17,,5,3,
6875,Unknown,1,53,280,,20,,,1,,10,6,
6877,Unknown,7,5,3.3,,20,,,1,,1,4,
6878,Unknown,1,95,97,,20,,,1,,1,5,
6880,Unknown,4,26,160,,20,,,1,,1,1,
6881,Unknown,1,34,140,,20,,,1,,14.59032294,1,
6882,Unknown,1.371721187,110,120,,20,,,1,,11.83094289,1.526464908,
6883,Unknown,1,410,310,,20,,,1,,1,1,
6885,Unknown,1,15,460,,20,,,1,,1,1,
6886,Unknown,19,6,13,,20,,,1,,3,1,
6887,Unknown,2,130,77,,20,,,1,,2,6,
6888,Unknown,1,320,140,,20,,,1,,1,5,
6889,Unknown,1,19,55,,20,,,1,,1,1,
6891,Unknown,1.567166547,97,170,,20,,,1,,1,1,
6892,Unknown,1,9,640,,20,,,1,,1,1,
6893,Unknown,1,15,220,,20,,,1,,1,1,
6896,Domestic,4,60,110,,20,,,1,,4,1,
6897,Unknown,15,55,52,,20,,,1,,15,12,
6899,Unknown,4,100,79,,20,,,1,,4,6,
6900,Unknown,6.3,85,70,,0.5,,,18,,22,24,
7000,Livestock,1.243283753,,32.76948048,,,,,,,,1.444993021,
7001,Livestock,0.085240545,,,,,,,,,,0.878894566,
7002,Livestock,2.364268736,,,,,,,,,,1.16,
7003,Livestock,1.664626296,,,,,,,,,,2.556620528,
7004,Livestock,0.8,,,,,,,,,,1.912084521,
7005,Livestock,0.607060873,,,,0.261511573,,,3.700725723,,15.18072373,0.781322579,
7006,Livestock,2.239420961,,7.147804785,,,,9.76333438,,,,0.788970409,
7007,Livestock,1.631770547,,,,0.236441767,,,0.09188107,,9.808249432,1.026990244,
7008,Livestock,3.049613767,,40.80384289,,,,25.22898708,,,,1.83,
7009,Livestock,1.35246847,,,,,,,,,,0.57,
7010,Livestock,2.225252532,,,,,,,,,,0.645982965,
7011,Livestock,1.207054741,,,,,,,,,,0.724106075,
7012,Livestock,15.57890486,,48.52218948,,,,107.5839083,,,,10.31408321,
7013,Livestock,4.5849476,,,,,,,,,,0.829300248,
7014,Livestock,3.307932808,,,,,,,,,,2.09,
7015,Other,0.085240545,,,,,,,,,,1.28294013,
7016,Livestock,1.356760382,,,,,,,,,,0.33,
7017,Livestock,14.10184552,,,,,,,,,,0.51,
7018,Livestock,26.18422295,,,,1.121590245,,,1.199992967,,34.4242025,42.54721253,
7019,Unknown,0.391079967,,,,0.271713179,,,0.1797611,,19.72236696,0.562451007,
7020,Unknown,43.11610937,,,,1.130797982,,,2.089772858,,34.48794069,89.01771435,
7021,Livestock,44.43086799,,,,1.456023159,,,0.066418355,,72.65236412,73.5,
7022,Other,1.307513713,,,,,,,,,,45.99,
7023,Livestock,1.7688763,,,,,,,,,,2.27,
7024,Livestock,2.159036373,,,,,,,,,,2.27,
7025,Livestock,1.374339852,,,,,,,,,,0.554199503,
7026,Livestock,0.627511064,,,,0.954317779,,,0.056781058,,,0.22970081,
7027,Livestock,3.285244133,,,,,,,,,,28.33307827,
7028,Unknown,4.78,,,,0.10490272,,,0.066418355,,11.11219115,3.537863544,
7029,Livestock,1.826135398,,,,,,,,,,0.046829683,
7030,Other,1.819999244,,,,,,,,,,0.689323971,
7032,Livestock,2.161052333,,,,,,,,,,28.66558554,
7033,Livestock,10.31646761,,,,1.423912953,,,1.026766157,,26.08295065,9.472987608,
7034,Livestock,8.475561517,,,,,,,,,,11.0743819,
7035,Unknown,1.594362607,,,,,,,,,,3.65,
7036,Other,21.44618083,,,,0.733938473,,,1.653587632,,26.77153983,15.67488317,
7037,Livestock,1.310123989,,,,,,,,,,32.68788139,
7039,Livestock,20.70151271,,,,,,,,,,,
7040,Unknown,1.504364612,,,,,,,,,,29.76,
7041,Livestock,18.83465309,,,,,,,,,,4.268698764,
7042,Livestock,13.71882338,,,,,,,,,,1.24001496,
7043,Livestock,17.569789,,,,,,,,,,12.75782687,
7044,Other,4.06,,,,,,,,,,34.62362031,
7045,Other,2.817095909,,35.97437005,,1.67115629,,15.30590581,0.056781058,,,18.1211079,
7046,Livestock,68.93112706,,,,,,,,,,8.543389499,
